query_id,claim,recall@1,recall@2,recall@3,recall@4,recall@5,precision@1,precision@2,precision@3,precision@4,precision@5
146,لبنان يتقدم عشرة مراكز في التصنيف الشهري للاتحاد الدولي لكرة السلة بعد انتهاء ال,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
147,هل ستبقى نسبة كبيرة من سكان العا دون لقاح حتى عام 2022,0.0,0.0,0.0,0.1429,0.2857,0.0,0.0,0.0,0.25,0.4
148,مقطع فيديو لمفيد فوزي وهو يوجه رسالة للرئيس المصري، عن غلاء الأسعار في مصر في 20,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
149,"""ألغيت مباراة في كرة القدم بالمملكة المتحدة في 25 ديسمبر 1937 بعد وقت قصير من ان",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,رفض شاب عرض ب30 مليون دولار لشركة موسيقى بعد اسلامه,0.0588,0.0588,0.1176,0.1765,0.2353,1.0,0.5,0.6667,0.75,0.8
152,مواليد 9 فبراير/شباط الجاري، يحصلون على وظيفة محجوزة في الإمارات عندما يكبرون، و,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
153,من بين 418 حراقة الذين وصلوا أمس إلى إسبانيا طبيب جراح في أحسن منظومة صحيّة,0.0714,0.1429,0.2143,0.2143,0.2143,1.0,1.0,1.0,0.75,0.6
154,طريق موقت في اليابان استغرق شقّه 24 ساعة,0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
155,إلغاء التوقيت الصيفي 2024 يوم الجمعة بقرار رسمي بعد تطبيق غلق المحلات الساعة 10,0.0625,0.125,0.1875,0.1875,0.25,1.0,1.0,1.0,0.75,0.8
156,رئيس الوزراء البريطاني بوريس جونسون صرح بأن الوضع في أوكرانيا قد يتسبب في أكبر ح,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
157,مجلة سيدتي تتحدّث عن فايروس كورونا عام 2013، وتعدّد الدول التي سوف ينتشر فيها ال,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
158,الأسد اشترى لزوجته لوحة (سبلاش) بـ 30 مليون دولار,0.0,0.1111,0.2222,0.2222,0.3333,0.0,0.5,0.6667,0.5,0.6
159,300 قتيل فى ألمانيا بسبب تصادم قطارين.,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
160,الأسير أيهم كممجي يظهر في فيديو على مواقع التواصل الاجتماعي، بعد عمليّة الفرار ا,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,قُتل خمسة أشخاص وأصيب 13 آخرون نتيجة اشتباك بين مجموعات مسلحة في مدينة الزاوية ب,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
162,السلطات الهولندية سحبت الجنسية الهولندية من 6 سوريين بسبب زيارتهم إلى سوريا,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
163,أفادت السلطات المحلية بأن طائرة هليكوبتر عسكرية فرنسية سقطت يوم الأربعاء بالقرب ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
164,أصدرت صحيفة التايمز البريطانية تصنيف الجامعات لعام 2023، وتقدمت جامعة بورسعيد 20,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
165,محامية بريطانية صممت فستان زفاف بأكثر من 1500 ورقة طلاق.,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
166,قالت وزارة الدفاع الروسية، اليوم الأحد، إنها دمرت 2203 أهداف عسكرية منذ انطلاق ا,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
167,صرح النجم بول بوجبا عن استعدادات فريق فرنسا لبطولة يورو 2020 وأهمية وجود كريم بن,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,سجع من كتاب عظائم الدهور لأبي علي الدبيزي، المنشور عام 565 من الهجرة، يتنبّأ بان,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
169,على النقيض، وكما أشير سابقًا، انشغل لبنان بإضاعة الوقت بين عامي 2009 و2022 دون ت,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
170,وأصدرت المحكمة حكمًا بالسجن لمدة 3 سنوات على فارس سلال، ابن عبد المالك سلال، حسب,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
171,منحت جامعة أريزونا مدير مركز ستيل لأبحاث الأطفال في الجامعة، الطبيب الأردني فايز,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
172,إقامة أول قداس مسيحي رسمي في السعودية يوم الجمعة 8 أكتوبر/تشرين الأول الجاري.,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
173,استدعت السلطات البريطانية السفير الروسي في لندن أندريه كيلين، للاعتراض على قرار ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
174,تعلن دولة قطرعن حاجتها ل250 الف شخص للعمل في منشأت ومرافق كاس العالم 2022 (موندي,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
175,هل تمتلك تركيا 45 ألف طائرة مسيّرة,0.0556,0.1111,0.1667,0.2222,0.2778,1.0,1.0,1.0,1.0,1.0
176,سعر الهاتف بالدولار الأمريكي 445 دولاراً أمريكياً. سعر الهاتف في مصر 7000 جنيه م,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,شاب تونسي منقذ اسمه عبد العالي، أنقذ 13 طفلاً ينتمون لمُخيم صيفي من الغرق، بينهم,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
178,تقع مكاتب البريد التي توفر كراسات شروط وحدات «سكن لكل المصريين 3» في محافظة الجي,0.0625,0.125,0.1875,0.25,0.3125,1.0,1.0,1.0,1.0,1.0
179,قطر تقوم بصناعة (144) نسخة مُقلدة من كأس العالم وتضعهم في أماكن مختلفة من أجل ال,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
180,مقطع فيديو من تغطية إعلامية لقناة عبرية تفيد بتمرد أربعة عمداء في سلاح الجو الإس,0.0909,0.1818,0.1818,0.2727,0.2727,1.0,1.0,0.6667,0.75,0.6
181,اقتراب كوكب نيبيرو من الأرض 2020,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
182,قام الصندوق بتقديم دعم بقيمة 4.2 مليون دولار لصندوق الأردن الصحي للاجئين بهدف تخ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
183,غياب وئام المحرشي، أصغر نائبة برلمانية في المغرب، عن مجلس النواب منذ 4 يناير/كان,0.0588,0.1176,0.1176,0.1765,0.2353,1.0,1.0,0.6667,0.75,0.8
184,توصل صندوق النقد الدولي إلى اتفاق مع تونس لمنح تمويل بقيمة حوالي 1.9 مليار دولار,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
185,قتل طيران التحالف الدولي، اليوم الاربعاء 17-7-2019 ، عنصرين من تنظيم داعش في غار,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,أفادت وزارة الدفاع الروسية، الجمعة، بأن العملية العسكرية الروسية في أوكرانيا أدت,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
187,أبدى الأردن، يوم الأحد، أسفه لعدم تجديد الهدنة في اليمن التي انتهت في 2 أكتوبر/ت,0.0,0.0,0.3333,0.3333,0.3333,0.0,0.0,0.3333,0.25,0.2
188,"أصدرت دار الساقي مؤخرًا رواية ""وشائج ماء"" للكاتب السعودي عبده خال، الذي يعتبر من",0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
189,الصحة العراقية تفرض حظرا للتجول لغير الملقحين بدء من 9/1 الى 10/1,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
190,صورة لقط موجود في ليبيا عمره 39 عامًا وهذا شيء نادر جدًّا، لأن عمر القطط لا يتجا,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
191,إندلاع أعمال شغب ومواجهات بين شرطة النظام العسكري الجزئري ومجموعة من الأحرار الذ,0.0556,0.1111,0.1667,0.2222,0.2778,1.0,1.0,1.0,1.0,1.0
192,وزارة الصحة العراقيه تمنح تعويض 7 مليون لكل شخص قام باللقاح كورونا,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
193,صورة دبابة من فرقة الدبابات الملكية النسائية (WRTC) التي شُكّلت خلال الحرب العال,0.0556,0.1111,0.1667,0.2222,0.2778,1.0,1.0,1.0,1.0,1.0
195,الأمم اتحدة تعلن وفاة 15 طفلاً فقط في مخيم الركبان,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,كشفت الرئاسة المصرية عن تخصيص عبد الفتاح السيسي مبلغ 500 مليون دولار لدعم جهود إ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,محمود عباس: إيران أطلقت 400 صاروخ قتلت فقط فلسطينيًّا بريئًا واحدًا، ولم تقتل اي,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
198,إيران تفرض ضريبة العزوبية على من بلغت أعمارهم 28 عاماً دون أن يتزوجوا.,0.0526,0.0526,0.1053,0.1579,0.2105,1.0,0.5,0.6667,0.75,0.8
199,صورة لسمكة شفافة نادرة اصطيدت في شاطئ بانياس السوري، تصل قيمتها إلى 500 مليون لي,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
200,يدخل مانشستر سيتي المباراة على أرضه وفي رصيده 17 نقطة تضعه في المركز الثاني، فيم,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
201,لحظة قصف أوكرانيا بأكثر من 1000 صاروخ خلال 15 ثانية في قصف روسي براجمات متطورة,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
202,صورة لاستقال أمير قطر تميم بن حمد، لاعب كرة القدم الألماني مسعود أوزيل خلال موند,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
203,في تطور لافت، قامت رئيسة نيبال بيديا ديفي بهانداري بحل البرلمان منتصف ليل الجمعة,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
204,صورة لبدء توافد الإيرانيين إلى العراق بدون تأشيرات دخول، لإحياء أربعينية الإمام ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
205,في الشهر الماضي، سبتمبر، أبرمت الأردن والولايات المتحدة مذكرة تفاهم تتعهد بموجبه,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
206,شهدت الدقيقة 39 تدخلاً عنيفًا من لاعب منتخب هندوراس توريس على قائد منتخب الأرجنت,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,رفع الحجر الصحي عن جميع ولايات الجزائر ابتداءً من 15 سبتمبر/أيلول 2021.,0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
208,عمرو مصطفى هو فنان ومُلحن مصري، وُلد في ديسمبر 1978 بمدينة القاهرة، ونشأ في كنف ,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.3333,0.25,0.2
209,القبض على 4 ضباط… وسط آخر كومة إرهابيين تم القبض عليهم من دواعش سيناء... واعترفو,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
210,قانون في أميركا يسمى قانون القبح، يتم فيه تغريم الناس غرامة تتراوح بين دولار واح,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
211,مصر تصدر 500 جنيه و1000 جنيه,0.0,0.0,0.0625,0.125,0.1875,0.0,0.0,0.3333,0.5,0.6
212,"صورة تظهر إصابة أربعة متطوعين بشلل نصفي في الوجه بعد تلقيهم لقاح ""فايزر"".",0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
213,فاز منتخب المغرب للجولف للرجال بلقب البطولة الإفريقية التي أُقيمت في ملاعب جولف ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
214,اخراج جثمان البابا يوحنا بولس التاني بعد وفاته ب ١٣ سنة ووجدوا جثمانه سليما معاف,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.2
215,مقطع فيديو لإطلاق كتائب القسام رشقات صاروخية من شمالي قطاع غزة باتجاه غلاف غزة ب,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
216,وفاة 59 مواطن في كينيا نتيجة تناولهم لمطهّر الديتول بهدف الوقاية من فايروس كورون,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,معدل الشباب في سورية تناقص منذ 2011 وحتى اليوم بنسبة تجاوزت 60%، ومقابل كل 60 فت,0.0,0.0556,0.1111,0.1667,0.2222,0.0,0.5,0.6667,0.75,0.8
218,ألمانيا: بعد أسبوع من الدخول المدرسي، 100 مدرسة تعلن الإصابة بفايروس كورونا.,0.0588,0.1176,0.1765,0.1765,0.2353,1.0,1.0,1.0,0.75,0.8
219,تمكن فريق ريال مدريد من تحقيق انتصار مهم على فريق برشلونة في كلاسيكو إسبانيا، ضم,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
220,الرئيس السوري بشار الأسد وعد خلال تصريح له بتزويد روسيا بـ 40 ألف مقاتل للحرب في,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
221,هندي صبري تتقدم موكب نقل المومياوات المصرية يوم 3 أبريل/نيسان المقبل، وذلك في ال,0.0625,0.0625,0.125,0.1875,0.1875,1.0,0.5,0.6667,0.75,0.6
222,ترحيل ٣٠٠٠ سوري في العراق,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
223,ادّعى رجل يبلغ من العمر 128 عامًا من الأرجنتين أنه الديكتاتور الألماني أدولف هتل,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
224,طبيب تونسي من مدينة عين دراهم لم يتجاوز عمره 43 عاماً، أجرى أول عملية على القلب ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
225,منتخب قطر أصبح أول منتخب في تاريخ كأس العالم، يغادر البطولة دون تحقيق أي نقطة، ب,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,- العروي، عبد الله: الفكر العربي الحديث، ترجمة: محمد عيتاني، تقديم: مكسيم رودنسو,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
228,انطلقت فعاليات موسم الرياض لأول مرة في العاصمة السعودية في أكتوبر 2019، وتحمل ال,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
229,صرح الرئيس عبد الفتاح السيسي بأن مصر لم تخض حرب 6 أكتوبر فقط للدفاع عن أراضيها، ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
230,مجلة تايم الأميركية تختار عيدروس الزبيدي شخصية العام 2022، وهو أول شخصية عربية ت,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
231,يبدأ صباح اليوم السبت صرف معاشات شهر أكتوبر 2022 من خلال ماكينات الصرف الآلي باس,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
232,صور من الزلزال الأخير الذي ضرب جزر تانيمبار في إندونيسيا، اليوم 10 يناير/كانون ا,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,صرحت وزارة الدفاع التركية اليوم الأحد بأن 12 سفينة غادرت الموانئ الأوكرانية محمل,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
234,لبنان تسجل أول وفاة بمرض الكوليرا وتعلن ارتفاع عدد الإصابات إلى 26 حالة.,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
235,قطر تسحب مشروع الصندوق القطري للتنمية، الذي صادق عليه البرلمان بقيمة 700 مليون د,0.0526,0.1053,0.1579,0.1579,0.2105,1.0,1.0,1.0,0.75,0.8
236,ابتداءً من صباح الخميس 29/09 وحتى إشعار آخر، إضراب شامل في المستشفى الفرنسي، يتم,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
237,صورة من مصنع في اليابان يمكنه الاستمرار في العمل والإنتاج بدون إشراف بشري لمدة 3,0.25,0.25,0.25,0.25,0.25,1.0,0.5,0.3333,0.25,0.2
238,صدر القرار الرسمي بعد يوم واحد من العثور على إيفانا ترامب، البالغة من العمر 73 ع,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
239,إعادة فتح المساجد في المملكة المغربيّة يوم 4 يونيو/ حزيران من العام الجاري، بعد ,0.0667,0.0667,0.1333,0.1333,0.1333,1.0,0.5,0.6667,0.5,0.4
240,تجدر الإشارة إلى أن يان أوبلاك انضم إلى أتلتيكو مدريد في عام 2014، قادماً من ناد,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
241,حمد بن جاسم لـBBC: إن عمليات الانشقاق في صفوف الجيش السوري كانت أغلبها تجري بإغر,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,استراتيجية جديدة ومتكاملة لإدارة مياه الأمطار في الإسكندرية تضم 9 مشروعات بتكلفة,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
243,تسجيل عدة إصابات بسبب كسوف الشمس بسورية منها 27 حالة فقدان الرؤية الملونة و15 حا,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
244,مونيكا بيلوتشي ممثلة إيطالية تبلغ من العمر 62 سنة، أجمل وجه في تاريخ البشرية.,0.0,0.0909,0.1818,0.1818,0.2727,0.0,0.5,0.6667,0.5,0.6
245,أفادت وزارة الاستخبارات الإيرانية بالقبض على 9 أجانب في مواقع الاحتجاجات داخل إي,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
246,مورغان فريمان يعلن اعتناقه الإسلام بعد افتتاح بطولة كأس العالم 2022 الجارية في ق,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
247,#رسميا إقصاء الحكم الغامبي بكاري غاساما من المشاركة في كأس العالم قطر 2022,0.0,0.0,0.25,0.5,0.5,0.0,0.0,0.3333,0.5,0.4
248,لقبض علي ابو حزيفه القزازي المتورط في قضيه مقتل النائب العام و تنفيذ 67 عمليه تف,0.0588,0.1176,0.1765,0.1765,0.2353,1.0,1.0,1.0,0.75,0.8
249,حسب قناة روسيا اليوم: بعد قرار منحة الزواج، انخفضت نسبة العنوسة في ليبيا مقارنة ,0.0,0.0714,0.0714,0.1429,0.1429,0.0,0.5,0.3333,0.5,0.4
250,من الجدير بالذكر أن من بين هذه الإشارات الـ 12، 11 دولة تذكرتها بطريقة سلبية، وح,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.3333,0.5,0.4
251,المركز الأول: نصيب الرعود من نادي المستقبل المركز الثاني: حمزة الدرواني من جمعية,0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
252,مصرف لبنان يصدر ورقة نقدية بقيمة مليون ليرة,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
253,قطر تتقدم رسميًا بطلب لاستضافة نهائي دوري أبطال أفريقيا 2022.,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
254,أفادت الشرطة الكندية بأن أربعة أشخاص، بينهم ثلاثة أطفال، تعرضوا للإصابة على الأق,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
255,لقي ما لا يقل عن 7 أشخاص مصرعهم في حريق اندلع في الطابق السفلي لمركز تسوق بمدينة,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,التاون هاوس: تختلف مساحاتها بشكل ملحوظ ولكن الحد الأدنى يصل إلى 140 متر مربع.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,"""مقتل سبعة شبان سوريين عثر عليهم في إحدى الشقق السكنية بالعاصمة اللبنانية بيروت ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,أصيب ستة أشخاص نتيجة موجات سريعة باغتت مجموعة من الأفراد أثناء سيرهم على ممشى يط,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
259,توفي الفنان الفرنسي إريك مورينا عن عمر 68 عامًا بعد معاناة طويلة مع مرض السرطان.,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
260,مقتل الجنرال الألماني هافري كير قائد فيلق الهندسة الفيلق الألماني الخامس المشارك,0.0556,0.1111,0.1667,0.2222,0.2778,1.0,1.0,1.0,1.0,1.0
261,أعيد انتخاب بول بيا، رئيس الكاميرون البالغ من العمر 86 عامًا، لولاية سابعة في عا,0.0833,0.0833,0.0833,0.0833,0.1667,1.0,0.5,0.3333,0.25,0.4
262,استهدف الحوثيون لنشآت شركة آرامكو السعودية بأكثر من 15 صاروخ.,0.0588,0.0588,0.1176,0.1765,0.2353,1.0,0.5,0.6667,0.75,0.8
263,المغرب يطلب من الجزائر مساعدته في تنظيم كأس الأمم الأفريقية 2025.,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
264,عاجل ‏حاول حوالي 1000 شخص أمس اجتياز الحدود من المغرب إلى مليلية المحتلة,0.0667,0.0667,0.1333,0.2,0.2,1.0,0.5,0.6667,0.75,0.6
265,"رئيس الهيئة الوطنية من أجل جمهورية جديدة، الصادق بلعيد ""عندما تنظر إلى دستور تون",0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.3333,0.5,0.4
266,ساعي بريد أنجب أكثر من 1300 طفلاً من علاقات خارج إطار الزواج خلال فترة عمله.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,الأردن يخفض رسوم جوازات السفر للفلسطينيين بنسبة 50% حديثًا.,0.0625,0.125,0.1875,0.25,0.3125,1.0,1.0,1.0,1.0,1.0
268,الزمالك يتصدر قائمة الأكثر تتويجًا ببطولة دوري أبطال أفريقيا لكرة اليد برصيد 12 ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
269,انطلقت عملية التصويت صباح اليوم الخميس لاختيار أعضاء مجلس الأمة الكويتي في دورته,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
270,مقطع فيديو يظهر تزيين العاصمة اليمنية صنعاء استعدادًا لإحياء مناسبة المولد النبو,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.2
271,مجلة تايم تختار السيسي مجرم العام 2020.,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
272,صرح الرئيس اللبناني، ميشال عون، اليوم الجمعة، بأن لبنان قد يحتاج من 6 إلى 7 سنوا,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
273,أفاد المكتب المركزي للأرصاد الجوية في تايوان بأن زلزالاً بقوة 5.9 درجة ضرب قبالة,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,الاتحاد الدولي لكرة القدم يقرر إيقاف اللاعب يزن العرب المحترف في صفوف سلانغور ال,0.0556,0.1111,0.1667,0.2222,0.2778,1.0,1.0,1.0,1.0,1.0
275,أفادت القوات الأوكرانية، اليوم السبت، بأنها حاصرت أكثر من خمسة آلاف جندي روسي في,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,إسرائيل تعلن ارتفاع حصيلة قتلاها في الحادث الحدودي الأخير مع مصر إلى خمسة,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
277,أعلنت قناة الحياة الجزائرية أنّ تسعة ملايين مشجع، دخلوا مطار هواري بومدين الدولي,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
278,الرئيس الرواندي يعيّن الشاب باتريك نكوريزا، والّذي يبلغ من العمر 19 عاماً، وزيرا,0.0,0.0,0.0,0.0714,0.1429,0.0,0.0,0.0,0.25,0.4
279,مداهمة شقة بالمرسى في مدينة المرسى التونسية تعود لمهرّب يُدعى توفيق عمّار، وحجز ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,قام باحثون من جامعة كوليدج لندن باستخدام الذكاء الاصطناعي لتحسين طريقة استخدام ا,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
281,ثمرة رمان تزن أكثر من 2.3 كيلوغرام، في مدينة مسعد في ولاية الجلفة الجزائرية.,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
282,استهدفت القوات المسلحة الروسية بضربات دقيقة ورش تصنيع الصواريخ العملياتية والتكت,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,عبد الحق نوري يستفيق من غيبوبته بعد عامين وتسعة أشهر,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,مسؤول في الاستخبارات الروسية يعلن أنّه سيتم قريبًا نشر وثائق من الأقمار الصناعية,0.0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.0,0.25,0.2
285,اعترَفت ممرضة من جمهورية زامبيا بأنها قامت بتبديل خمسة آلاف مولود عقب ولادتهم بأ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,"أعلنت هيئة المسح الجيولوجي الأمريكية عن وقوع زلزال بلغت قوته 4,3 درجة على مقياس ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,صرّح السفير العراقي في تركيا، حسن الجنابي، اليوم السبت، بأن بغداد وأنقرة استأنفت,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
288,تم رفع منحة البطالة 15000دج خريجي معاهد التكوين 19000حاملي ليسانس 24000دج حاملي ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,المهندس الزراعي راقي معدّل من قرية القلوع في محافظة طرطوس يتمكن من انتاج اكبر جب,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.3333,0.25,0.2
290,حصلت على شهادة من كلية التجارة بجامعة دمشق عام 2002، وفي العام نفسه التحقت بالمع,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
291,صباح يوم فجر الأحد ضبطت الجمارك اللبنانيه ٤٥٠ كيلو كوكايين من مادة الباز متوجهة ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,اللقاحات لزرع جين في أجساد البشر يبقى لمدة مئة عام,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
293,الإعلام التونسي في المرتبة 223 عالميًّا من حيث صدقية الخبر.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,"ولي العهد السعودي محمد بن سلمان، أهدى سيارة ""رولز رويس"" باهظة الثمن للاعبي المنت",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,فيديو لبكاء الملاكمة الإيطالية أنجلينا كاريني بعد خسارتها أمام الملاكمة الجزائري,0.0526,0.1053,0.1579,0.2105,0.2105,1.0,1.0,1.0,1.0,0.8
